id,observed_on,month,user_id,user_login,created_at,quality_grade,license,url,description,place_guess,latitude,longitude,coordinates_obscured,place_county_name,species_guess,scientific_name,state
8676534,11/4/2017,11,652145,bmarvil,2017-11-04 11:30:12 UTC,research,,https://www.inaturalist.org/observations/8676534,,"21 Spar Cir, Yarmouth, ME, US",43.8024,-70.157556,FALSE,Cumberland,Blacklegged Tick,Ixodes scapularis,Maine
11698133,4/26/2018,4,386641,richardmonteverdense,2018-04-29 01:28:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11698133,,"Brunswick, ME 04011, USA",43.887996,-69.985389,FALSE,Cumberland,Eastern Black-legged Tick,Ixodes scapularis,Maine
46717491,5/21/2020,5,3001582,paulaking,2020-05-21 13:18:38 UTC,research,,https://www.inaturalist.org/observations/46717491,,"Piety Corner Historic District, Waltham, MA, USA",42.39911397,-71.243611,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
46754245,5/21/2020,5,188794,hannahcloud,2020-05-21 18:51:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/46754245,,"Walker Rd, Swampscott, MA, US",42.47165,-70.91484167,FALSE,Essex,American Dog Tick,Dermacentor variabilis,Massachusetts
46771861,5/21/2020,5,3001599,livingitlively,2020-05-21 21:29:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/46771861,,"Florence St, Hudson, MA, US",42.39290831,-71.57660157,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
17695110,10/20/2018,10,547256,peacelovedanes,2018-10-20 23:40:34 UTC,research,,https://www.inaturalist.org/observations/17695110,,"Cumberland County, US-ME, US",43.7386631,-70.504735,TRUE,Cumberland,Eastern Black-legged Tick,Ixodes scapularis,Maine
33749943,10/14/2005,10,1809129,charadrius,2019-10-02 13:30:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33749943,,"Barnes Island, Harpswell, ME, USA",43.750327,-70.039794,FALSE,Cumberland,Eastern Black-legged Tick,Ixodes scapularis,Maine
46900728,5/22/2020,5,498374,doliveira9797,2020-05-22 22:46:50 UTC,research,,https://www.inaturalist.org/observations/46900728,,"Wachusett Reservoir, Boylston, MA, US",42.36346333,-71.74060833,FALSE,Worcester,American Dog Tick,Dermacentor variabilis,Massachusetts
46916810,5/22/2020,5,1852836,natemarchessault,2020-05-23 01:39:04 UTC,research,,https://www.inaturalist.org/observations/46916810,,"Barnstable, MA, USA",41.60441296,-70.45186885,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
46923204,5/22/2020,5,2630790,dislam11,2020-05-23 03:00:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/46923204,,"Boardwalk Dr, Andover, MA, US",42.67897272,-71.18820824,FALSE,Essex,American Dog Tick,Dermacentor variabilis,Massachusetts
46997341,5/23/2020,5,2878297,rubyheron,2020-05-23 17:53:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/46997341,,"Middlesex County, US-MA, US",42.55349205,-71.23857932,TRUE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
33757763,10/4/2006,10,1809129,charadrius,2019-10-02 16:37:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33757763,,"Barnes Island, Harpswell, ME, USA",43.750327,-70.039794,FALSE,Cumberland,Eastern Black-legged Tick,Ixodes scapularis,Maine
46999194,5/23/2020,5,1865950,jezzyleigh,2020-05-23 18:06:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/46999194,,"Wachusett Mountain Ski Area, Princeton, MA, US",42.48888045,-71.88661675,FALSE,Worcester,American Dog Tick,Dermacentor variabilis,Massachusetts
47074913,5/24/2020,5,2892146,jackschultz,2020-05-24 05:17:37 UTC,research,,https://www.inaturalist.org/observations/47074913,,"Essex County, US-MA, US",42.77373537,-70.93452056,TRUE,Essex,American Dog Tick,Dermacentor variabilis,Massachusetts
47226341,5/24/2020,5,22321,chaffeemonell,2020-05-25 03:51:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47226341,,"Amesbury, MA 01913, USA",42.86135347,-70.92515937,FALSE,Essex,American Dog Tick,Dermacentor variabilis,Massachusetts
47263123,5/21/2006,5,208120,jef,2020-05-25 13:49:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47263123,,"Riverway Island, Brookline, MA, USA",42.33614397,-71.11191547,FALSE,Norfolk,American Dog Tick,Dermacentor variabilis,Massachusetts
47423287,5/26/2020,5,1628453,julia319,2020-05-26 18:03:17 UTC,research,,https://www.inaturalist.org/observations/47423287,,"121 Hancock St, Whitman, MA 02382, USA",42.08432888,-70.94870801,FALSE,Plymouth,American Dog Tick,Dermacentor variabilis,Massachusetts
47429170,5/26/2020,5,2704961,maddywebster,2020-05-26 18:57:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47429170,,"Holm St, Marlborough, MA, US",42.332895,-71.53778,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
47456708,5/26/2020,5,2851407,coruscant11,2020-05-26 23:33:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47456708,,North Reading,42.5898633,-71.0909684,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
47461370,5/26/2020,5,913101,jameshoughton,2020-05-27 00:27:17 UTC,research,,https://www.inaturalist.org/observations/47461370,,"Lexington, MA, US",42.427805,-71.22176333,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
34310567,10/13/2019,10,13355,beeboy,2019-10-13 16:56:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34310567,,"Whistlers Way, Harpswell, ME, US",43.8340033,-69.961442,FALSE,Cumberland,Eastern Black-legged Tick,Ixodes scapularis,Maine
47636256,5/28/2020,5,498374,doliveira9797,2020-05-28 16:43:03 UTC,research,,https://www.inaturalist.org/observations/47636256,,"Charlotte St, Worcester, MA, US",42.25404667,-71.824005,FALSE,Worcester,American Dog Tick,Dermacentor variabilis,Massachusetts
47649786,5/28/2020,5,161284,tarpinian,2020-05-28 19:02:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47649786,,"Sandisfield, MA 01255, USA",42.09878394,-73.12042557,FALSE,Berkshire,American Dog Tick,Dermacentor variabilis,Massachusetts
40213203,3/12/2020,3,2531751,wbarker26,2020-03-19 01:06:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40213203,,"Maquoit Bay, Brunswick, ME, US",43.8678367,-69.991869,FALSE,Cumberland,Eastern Black-legged Tick,Ixodes scapularis,Maine
47656221,5/28/2020,5,288981,allysonv,2020-05-28 20:01:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/47656221,,"90 Drabbington Way, Weston, MA 02493, USA",42.388788,-71.2799967,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
47664066,5/28/2020,5,356634,tkirk304,2020-05-28 21:15:29 UTC,research,,https://www.inaturalist.org/observations/47664066,,"Pleasant St, South Chatham, MA, US",41.66885,-70.0320055,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
63427899,10/24/2020,10,447969,sammatey,2020-10-24 21:25:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63427899,"Oh, dear...tick from clothes after hike","Gorham, ME 04038, USA",43.6730673,-70.443579,FALSE,Cumberland,Eastern Black-legged Tick,Ixodes scapularis,Maine
47991734,5/31/2020,5,1033995,kelliep270,2020-05-31 15:39:42 UTC,research,,https://www.inaturalist.org/observations/47991734,Probably picked up walking around the Ten Mile River. Don’t forget to check yourself!,"S Main St, Attleboro, MA, US",41.94268495,-71.28494655,FALSE,Bristol,American Dog Tick,Dermacentor variabilis,Massachusetts
48009619,5/31/2020,5,3098638,yewtub,2020-05-31 17:39:12 UTC,research,,https://www.inaturalist.org/observations/48009619,,"Hubbardston, MA 01452, USA",42.4657417,-71.9906467,FALSE,Worcester,American Dog Tick,Dermacentor variabilis,Massachusetts
48106946,6/1/2020,6,1124232,enleduc,2020-06-01 11:39:39 UTC,research,,https://www.inaturalist.org/observations/48106946,,"Waterhouse Rd, Buzzards Bay, MA, US",41.73089589,-70.58811472,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
48110687,6/1/2020,6,188794,hannahcloud,2020-06-01 12:35:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48110687,Dead on my dog’s neck. Killed by tick/flea guard?,"Walker Rd, Swampscott, MA, US",42.47183333,-70.91476333,FALSE,Essex,American Dog Tick,Dermacentor variabilis,Massachusetts
48274901,6/2/2020,6,881827,mythical_mold,2020-06-02 21:20:30 UTC,research,CC-BY,https://www.inaturalist.org/observations/48274901,,"Livingston St, Tewksbury, MA, US",42.60615333,-71.21087,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
48288863,6/1/2020,6,167833,agave6_tomwalker,2020-06-03 00:07:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48288863,,"Truro, MA, USA",42.02974152,-70.07470533,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
48387436,6/3/2020,6,2916364,reema2020,2020-06-03 23:14:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/48387436,Engorged on scalp. Need to send for testing,"Dunstable, MA, US",42.66381618,-71.50798002,FALSE,Middlesex,,Dermacentor,Massachusetts
48460267,6/4/2020,6,1819353,wsweet321,2020-06-04 18:40:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48460267,,"Sharon, MA 02067, USA",42.1099982,-71.18715443,FALSE,Norfolk,American Dog Tick,Dermacentor variabilis,Massachusetts
48712294,6/2/2020,6,2872041,thom_radz,2020-06-06 22:31:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48712294,,"Livingston St, Tewksbury, MA, US",42.60618667,-71.21085333,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
76191342,4/27/2021,4,2717074,esmorc,2021-05-01 16:35:50 UTC,research,,https://www.inaturalist.org/observations/76191342,,"Scarborough, ME, USA",43.5643129,-70.301748,FALSE,Cumberland,Eastern Black-legged Tick,Ixodes scapularis,Maine
82023204,6/7/2021,6,608704,cameronmccormick,2021-06-07 14:15:55 UTC,research,,https://www.inaturalist.org/observations/82023204,,"Gifford St, Falmouth, MA, US",41.56391167,-70.61028333,FALSE,Barnstable,Lone Star Tick,Amblyomma americanum,Massachusetts
77971315,5/8/2021,5,4225745,kevin_regan,2021-05-08 22:13:35 UTC,research,,https://www.inaturalist.org/observations/77971315,,Morgan Meadow,43.9452078,-70.398606,FALSE,Cumberland,Eastern Black-legged Tick,Ixodes scapularis,Maine
48912543,6/8/2020,6,1819353,wsweet321,2020-06-08 14:46:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48912543,,"Sharon, MA, USA",42.08718689,-71.17731821,FALSE,Norfolk,American Dog Tick,Dermacentor variabilis,Massachusetts
48973839,6/8/2020,6,1041844,billmac,2020-06-09 00:40:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/48973839,,"Middlesex Fells Reservation, Stoneham, MA, US",42.44452167,-71.08352783,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
49059190,6/9/2020,6,907787,dmpeterson,2020-06-09 20:32:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/49059190,"Gully Point, Rockport","Rockport, MA 01966, USA",42.65992243,-70.60037176,FALSE,Essex,American Dog Tick,Dermacentor variabilis,Massachusetts
49170781,5/29/2020,5,1486140,marty1980,2020-06-10 22:25:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/49170781,,"Northborough, MA 01532, USA",42.33228982,-71.63388323,FALSE,Worcester,American Dog Tick,Dermacentor variabilis,Massachusetts
49171618,6/10/2020,6,2892063,ggbythesee,2020-06-10 22:34:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/49171618,,Hull,42.30762505,-70.8886404,FALSE,Plymouth,American Dog Tick,Dermacentor variabilis,Massachusetts
85684669,7/4/2021,7,1124232,enleduc,2021-07-04 21:51:56 UTC,research,,https://www.inaturalist.org/observations/85684669,,"Gifford St, Falmouth, MA, US",41.56540333,-70.6053,FALSE,Barnstable,Lone Star Tick,Amblyomma americanum,Massachusetts
48781306,6/7/2020,6,767219,luannejo,2020-06-07 14:38:59 UTC,research,CC-BY,https://www.inaturalist.org/observations/48781306,,"Manuel F. Correllus State Forest, Barnes Road, Edgartown, MA 02539, USA",41.36723363,-70.57328731,FALSE,Dukes,Lone Star Tick,Amblyomma americanum,Massachusetts
49286667,5/18/2020,5,2243894,ohb17,2020-06-12 01:09:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/49286667,,"West St, Amherst, MA, US",42.329475,-72.533195,FALSE,Hampshire,Hard-backed Ticks,Dermacentor variabilis,Massachusetts
78313454,5/7/2021,5,2208919,wchrisw,2021-05-11 04:12:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/78313454,,Harpswell,43.8380661,-69.957672,FALSE,Cumberland,,Ixodes scapularis,Maine
49327957,6/12/2020,6,2659004,erinkimball,2020-06-12 14:05:46 UTC,research,,https://www.inaturalist.org/observations/49327957,,"Boston, MA 02125, USA",42.31714167,-71.03625,FALSE,Suffolk,American Dog Tick,Dermacentor variabilis,Massachusetts
49336251,6/12/2020,6,1819353,wsweet321,2020-06-12 15:34:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/49336251,,"Canton, MA, USA",42.17591332,-71.1621339,FALSE,Norfolk,American Dog Tick,Dermacentor variabilis,Massachusetts
49439179,6/12/2020,6,208120,jef,2020-06-13 14:17:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/49439179,,"Franklin Field North, Boston, MA, USA",42.30429568,-71.09067752,FALSE,Suffolk,American Dog Tick,Dermacentor variabilis,Massachusetts
49571893,6/14/2020,6,264251,rdebenham,2020-06-14 13:22:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/49571893,,"Dennis, MA, USA",41.73556894,-70.19294544,FALSE,Barnstable,Ticks,Ixodidae,Massachusetts
82165633,6/7/2021,6,4299889,ajlill,2021-06-08 15:19:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/82165633,"My best guess is a deer tick, unsure if it was attached to me. Notable striped pattern on the back of the critter. Standard 12 point font for size reference. ","NEW GLOUCESTR, ME 04260, USA",43.9516103,-70.302087,FALSE,Cumberland,Eastern Black-legged Tick,Ixodes scapularis,Maine
49850788,6/16/2020,6,1324142,lilbabybaba,2020-06-16 16:34:36 UTC,research,,https://www.inaturalist.org/observations/49850788,,"Keene Way, Eastham, MA, US",41.80306167,-70.007575,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
100399249,11/6/2021,11,4865214,isaiah_tamayo,2021-11-06 14:24:58 UTC,needs_id,,https://www.inaturalist.org/observations/100399249,,"Landis Ave at Valley Ave, Vineland, NJ 08360, USA",39.48484396,-75.0066195,FALSE,Cumberland,Eastern Black-legged Tick,Ixodes scapularis,New Jersey
49976809,5/31/2020,5,2900959,laurayates,2020-06-17 19:52:25 UTC,research,,https://www.inaturalist.org/observations/49976809,,"Claybrook Rd, Dover, MA, US",42.2610876,-71.2907432,FALSE,Norfolk,American Dog Tick,Dermacentor variabilis,Massachusetts
50037191,6/17/2020,6,171529,nsharp,2020-06-18 11:51:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50037191,,"Hatchville, MA 02536, USA",41.63474919,-70.56534346,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
30446565,5/25/2019,5,736005,ludoleclerc,2019-08-08 21:18:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30446565,In a field on the side of a road/Dans un champ en bordure de route ,"I-88 E, Unadilla, NY, US",42.32483717,-75.29287981,FALSE,Delaware,Eastern Black-legged Tick,Ixodes scapularis,New York
78305188,5/10/2021,5,974146,jfboston,2021-05-11 02:19:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78305188,,"Menemsha, Chilmark, MA 02535, USA",41.34719089,-70.72801843,FALSE,Dukes,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
50180187,6/19/2020,6,2970727,sammyg88,2020-06-19 19:05:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50180187,,"Sturbridge, MA 01518, USA",42.140957,-72.11474697,FALSE,Worcester,American Dog Tick,Dermacentor variabilis,Massachusetts
50194252,6/19/2020,6,746964,ifreedman,2020-06-19 21:24:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50194252,Found after running in Fulling Mill Brook.,"Menemsha, Chilmark, MA 02535, USA",41.34096544,-70.71784014,FALSE,Dukes,Lone Star Tick,Amblyomma americanum,Massachusetts
50201347,8/2/2015,8,3130165,annifiesta,2020-06-19 22:33:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50201347,,wellfleet audubon,41.882652,-69.995843,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
79233669,5/17/2021,5,974146,jfboston,2021-05-18 03:08:05 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/79233669,Smaller than a poppy seed. Nymph,"West Tisbury, MA, USA",41.40817932,-70.61556213,FALSE,Dukes,Eastern Black-legged Tick,Ixodes scapularis,Massachusetts
8519125,10/23/2017,10,43772,gtsalmon,2017-10-23 14:07:01 UTC,research,,https://www.inaturalist.org/observations/8519125,,"ROW, LaGrange, NY, US",41.719759,-73.759313,FALSE,Dutchess,Blacklegged Tick,Ixodes scapularis,New York
8826383,10/20/2016,10,164664,fischhoff,2017-11-16 15:06:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8826383,,"Dutchess County, NY, USA",41.78245295,-73.73055204,FALSE,Dutchess,Blacklegged Tick,Ixodes scapularis,New York
50298905,6/20/2020,6,328881,rsvincent,2020-06-20 18:02:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50298905,Hard to get a good picture ,"Boston Harbor Islands National Recreation Area, Boston, MA, US",42.31588217,-71.01111072,FALSE,Suffolk,American Dog Tick,Dermacentor variabilis,Massachusetts
50329360,6/20/2020,6,809647,edmcnierney,2020-06-20 21:47:10 UTC,research,,https://www.inaturalist.org/observations/50329360,,"Indian Hill Rd, Groton, MA, US",42.58596333,-71.5552,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
50336409,6/20/2020,6,171529,nsharp,2020-06-20 22:50:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50336409,,"Woods Hole, Falmouth, MA, USA",41.51780134,-70.65892305,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
79054362,5/16/2021,5,974146,jfboston,2021-05-16 20:31:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79054362,,"Aquinnah, MA, USA",41.32718105,-70.78499928,FALSE,Dukes,Lone Star Tick,Amblyomma americanum,Massachusetts
50515167,6/18/2020,6,1996707,niccc80,2020-06-22 04:16:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50515167,,"Godfrey Cir, Carver, MA, US",41.92307,-70.78015,FALSE,Plymouth,American Dog Tick,Dermacentor variabilis,Massachusetts
50568559,6/22/2020,6,924314,jacksonfrost12,2020-06-22 16:59:47 UTC,research,,https://www.inaturalist.org/observations/50568559,,"Whortleberry Ln, Scituate, MA, US",42.21713667,-70.78988667,FALSE,Plymouth,American Dog Tick,Dermacentor variabilis,Massachusetts
50576952,6/22/2020,6,2117509,zachbuddie,2020-06-22 18:05:00 UTC,research,,https://www.inaturalist.org/observations/50576952,,"Cape Cod National Seashore, Eastham, MA, US",41.86010833,-69.952095,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
50587227,6/22/2020,6,171529,nsharp,2020-06-22 19:27:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50587227,,"Falmouth, MA 02540, USA",41.56569946,-70.60445778,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
8826539,11/16/2017,11,164664,fischhoff,2017-11-16 15:44:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8826539,,"Dutchess County, NY, USA",41.78213296,-73.73087395,FALSE,Dutchess,Blacklegged Tick,Ixodes scapularis,New York
50851766,6/24/2020,6,3107328,jtrav81,2020-06-25 03:45:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/50851766,,"Veteran'S Memorial Park, Methuen, MA, US",42.73603616,-71.15012302,FALSE,Essex,American Dog Tick,Dermacentor variabilis,Massachusetts
51000361,6/26/2020,6,1317498,richbartels,2020-06-26 16:40:18 UTC,research,,https://www.inaturalist.org/observations/51000361,,"Wainwright Rd, Winchester, MA, US",42.45399667,-71.16919667,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
51231325,6/28/2020,6,2242853,ali_interprets,2020-06-28 15:02:17 UTC,research,CC-BY,https://www.inaturalist.org/observations/51231325,,"Orleans, MA 02653, USA",41.78832897,-69.992973,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
9018497,12/2/2017,12,164664,fischhoff,2017-12-02 17:45:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/9018497,,"Pawling, NY  12564, Pawling, NY, US",41.60838982,-73.5816815,FALSE,Dutchess,Garrapata de patas negras,Ixodes scapularis,New York
51400403,6/29/2020,6,1252453,larkin9,2020-06-29 20:46:23 UTC,needs_id,,https://www.inaturalist.org/observations/51400403,,"Ocean St, Barnstable, MA, US",41.63774485,-70.28085944,FALSE,Barnstable,Ticks,Dermacentor,Massachusetts
51518776,6/30/2020,6,302377,liliumtbn,2020-06-30 21:37:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51518776,,"North Waltham, Waltham, MA, USA",42.39330556,-71.196425,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
51723690,7/2/2020,7,1516193,ccrowley14,2020-07-02 19:24:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51723690,,"Aberdeen Rd, Wellesley, MA, US",42.29852833,-71.28575833,FALSE,Norfolk,American Dog Tick,Dermacentor variabilis,Massachusetts
51939104,7/4/2020,7,1852836,natemarchessault,2020-07-04 19:31:05 UTC,research,,https://www.inaturalist.org/observations/51939104,,"Barnstable, Massachusetts, United States",41.61207167,-70.54736667,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
51949941,7/4/2020,7,1877582,petegilmore,2020-07-04 21:09:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51949941,,"Martha's Vineyard, West Tisbury, MA, US",41.4147644,-70.64720916,FALSE,Dukes,American Dog Tick,Dermacentor variabilis,Massachusetts
52140098,7/6/2020,7,10787,maractwin,2020-07-06 12:53:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/52140098,,"Upland Rd, Cambridge, MA, US",42.38734667,-71.12418333,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
52312093,6/21/2020,6,865055,sarahshearer,2020-07-07 23:10:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/52312093,"Rifle Range, visit 2: M031","Baldwinville, MA 01436, USA",42.632873,-72.10625714,FALSE,Worcester,American Dog Tick,Dermacentor variabilis,Massachusetts
52370563,7/8/2020,7,2087661,opihiman,2020-07-08 15:02:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/52370563,,"Andover St, Danvers, MA, US",42.56133434,-70.97923173,FALSE,Essex,American Dog Tick,Dermacentor variabilis,Massachusetts
52602631,7/10/2020,7,1513074,richardlitt,2020-07-10 19:15:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/52602631,,"US-6 W, Wellfleet, MA, US",41.93594358,-70.02241977,FALSE,Barnstable,American Dog Tick,Dermacentor variabilis,Massachusetts
52990142,7/11/2020,7,3223111,ronlamothe,2020-07-13 22:11:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/52990142,,"Virginia Rd, Concord, MA, US",42.4677776,-71.30625604,FALSE,Middlesex,,Dermacentor variabilis,Massachusetts
53271652,7/16/2020,7,3282913,smileyalyse,2020-07-16 16:43:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53271652,,Plymouth,41.92065552,-70.62889919,FALSE,Plymouth,American Dog Tick,Dermacentor variabilis,Massachusetts
53275689,7/16/2020,7,3282913,smileyalyse,2020-07-16 17:19:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53275689,,Plymouth,41.91407562,-70.64750101,FALSE,Plymouth,American Dog Tick,Dermacentor variabilis,Massachusetts
53288486,7/16/2020,7,1819353,wsweet321,2020-07-16 19:18:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53288486,,"I-95 N, Georgetown, MA, US",42.72105333,-70.95838,FALSE,Essex,American Dog Tick,Dermacentor variabilis,Massachusetts
53549691,7/18/2020,7,2634539,vernal3,2020-07-19 01:46:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53549691,76*F night. Interesting to see it when it was not trying to get to my dog or self. Fast mover. Serious vector of diseases.,"Juggler Meadow Rd, Leverett, MA, US",42.43655124,-72.52245801,FALSE,Franklin,American Dog Tick,Dermacentor variabilis,Massachusetts
53557575,7/18/2020,7,523432,ktheo,2020-07-19 03:27:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53557575,,"Catamount Rd, Tewksbury, MA, US",42.63185467,-71.22445662,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
53638863,7/18/2020,7,3347095,laurynallen,2020-07-19 19:18:26 UTC,needs_id,,https://www.inaturalist.org/observations/53638863,,hall's pond,42.345662,-71.11155,FALSE,Norfolk,Hard-backed Ticks,Ixodidae,Massachusetts
53882583,7/21/2020,7,1819353,wsweet321,2020-07-21 20:57:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53882583,,"Moose Hill Farm, Sharon, MA, US",42.13141917,-71.2122508,FALSE,Norfolk,American Dog Tick,Dermacentor variabilis,Massachusetts
54096970,7/23/2020,7,1956393,mamiles,2020-07-23 21:25:36 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/54096970,,"Maynard, MA 01754, USA",42.4340563,-71.4556271,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
54272510,7/25/2020,7,1324142,lilbabybaba,2020-07-25 14:52:58 UTC,needs_id,,https://www.inaturalist.org/observations/54272510,,"Keene Way, Eastham, MA, US",41.80303,-70.005975,FALSE,Barnstable,,Dermacentor,Massachusetts
54582716,7/26/2020,7,254559,tmurray74,2020-07-28 00:24:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54582716,,"Mass Audubon's Rocky Hill Wildlife Sanctuary, Cardinal Lane, Groton, MA, USA",42.58003691,-71.53424886,FALSE,Middlesex,American Dog Tick,Dermacentor variabilis,Massachusetts
54809810,7/26/2020,7,907787,dmpeterson,2020-07-30 04:09:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54809810,"Straitsmouth Island, Rockport, MA","Rockport, MA, USA",42.66171422,-70.58935615,FALSE,Essex,American Dog Tick,Dermacentor variabilis,Massachusetts
54809811,7/26/2020,7,907787,dmpeterson,2020-07-30 04:09:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54809811,"Straitsmouth Island, Rockport, MA","Rockport, MA, USA",42.66170534,-70.58934676,FALSE,Essex,American Dog Tick,Dermacentor variabilis,Massachusetts
